Region/Category,Recipe Display Name,Required Filename
Bakery,Classic Brown Bread,bakery-brown-bread.jpg
Bakery,Ladi Pav (Soft Dinner Buns),bakery-pav.jpg
Bakery,Cinnamon Raisin Bread,bakery-cinnamon-raisin-bread.jpg
Bakery,Artisan Sourdough Bread,bakery-sourdough.jpg
Bakery,Classic Vanilla Sponge Cake,bakery-vanilla-sponge.jpg
Bakery,Rich Chocolate Truffle Cake,bakery-chocolate-truffle.jpg
Bakery,Red Velvet Cake,bakery-red-velvet.jpg
Bakery,Spiced Carrot Walnut Cake,bakery-carrot-cake.jpg
Bakery,Black Forest Gateau,bakery-black-forest.jpg
Bakery,Lemon Drizzle Loaf Cake,bakery-lemon-drizzle.jpg
Bakery,Fresh Pineapple Cream Cake,bakery-pineapple-cake.jpg
Bakery,Coffee Walnut Sponge Cake,bakery-coffee-walnut-cake.jpg
Bakery,Chocolate and Vanilla Marble Cake,bakery-marble-cake.jpg
Bakery,Butterscotch Praline Cake,bakery-butterscotch-cake.jpg
Bakery,Classic Butter Cookies,bakery-butter-cookies.jpg
Bakery,Classic Chocolate Chip Cookies,bakery-choco-chip-cookies.jpg
Bakery,Chewy Oatmeal Raisin Cookies,bakery-oatmeal-cookies.jpg
Bakery,Jeera (Cumin) Salty Biscuits,bakery-jeera-cookies.jpg
Bakery,Traditional Nankhatai,bakery-nankhatai.jpg
Bakery,Crispy Coconut Biscuits,bakery-coconut-cookies.jpg
Bakery,Soft Peanut Butter Cookies,bakery-peanut-butter-cookies.jpg
Bakery,Delicate Almond Biscuits,bakery-almond-cookies.jpg
Bakery,Double Chocolate Fudgy Cookies,bakery-double-chocolate-cookies.jpg
Bakery,Cardamom Shortbread Cookies,bakery-cardamom-shortbread.jpg
Bakery,Belgian Chocolate Pastry,bakery-chocolate-pastry.jpg
Bakery,Classic Pineapple Pastry,bakery-pineapple-pastry.jpg
Bakery,Black Forest Pastry Slice,bakery-black-forest-pastry.jpg
Bakery,Spicy Vegetable Puff,bakery-veg-puff.jpg
Bakery,Cheesy Herb Puff,bakery-cheese-puff.jpg
Bakery,Fruit Danish Pastry,bakery-danish-pastry.jpg
Bakery,Crispy Cream Roll,bakery-cream-roll.jpg
Bakery,Chocolate Eclairs,bakery-eclairs.jpg
Bakery,Fresh Fruit Tart,bakery-fruit-tart.jpg
Bakery,Butter Croissant,bakery-croissant.jpg
Bakery,Crispy Tea Rusk,bakery-rusk.jpg
Bakery,Old-Fashioned Bread Pudding,bakery-bread-pudding.jpg
Bakery,Chocolate Chip Muffins,bakery-choco-muffins.jpg
Bakery,Fudgy Chocolate Brownies,bakery-brownies.jpg
Bakery,Glazed Yeast Doughnuts,bakery-doughnuts.jpg
Bakery,Soft Cinnamon Rolls,bakery-cinnamon-rolls.jpg
Bakery,Rich Holiday Plum Cake,bakery-plum-cake.jpg
Bakery,Classic Baked Cheesecake,bakery-cheesecake.jpg
Bakery,Cinnamon Apple Pie,bakery-apple-pie.jpg
Bakery,Baked Custard Tart,bakery-custard-tart.jpg
Snacks,Aloo Bonda,snack-aloo-bonda.jpg
Snacks,Crispy Onion Pakora,snack-crispy-onion-pakora.jpg
Snacks,Paneer Pakora,snack-paneer-pakora.jpg
Snacks,Corn Cheese Balls,snack-corn-cheese-balls.jpg
Snacks,Vegetable Spring Rolls,snack-vegetable-spring-rolls.jpg
Snacks,Chicken Nuggets Indian Style,snack-chicken-nuggets-indian.jpg
Snacks,Fish Fingers,snack-fish-fingers.jpg
Snacks,Mutton Samosa,snack-mutton-samosa.jpg
Snacks,Egg Bonda,snack-egg-bonda.jpg
Snacks,Prawn Fritters,snack-prawn-fritters.jpg
Snacks,Baked Samosa,snack-baked-samosa.jpg
Snacks,Baked Nachos with Cheese,snack-baked-nachos-cheese.jpg
Snacks,Baked Vegetable Cutlet,snack-baked-vegetable-cutlet.jpg
Snacks,Baked Paneer Tikka Bites,snack-baked-paneer-tikka.jpg
Snacks,Whole Wheat Vegetable Puffs,snack-whole-wheat-veg-puff.jpg
Snacks,Baked Chicken Wings,snack-baked-chicken-wings.jpg
Snacks,Baked Fish Cutlet,snack-baked-fish-cutlet.jpg
Snacks,Baked Chicken Tikka Bites,snack-baked-chicken-tikka.jpg
Snacks,Baked Egg Boats,snack-baked-egg-boats.jpg
Snacks,Baked Mutton Kebab Bites,snack-baked-mutton-kebab.jpg
Snacks,Papdi Chaat,snack-papdi-chaat.jpg
Snacks,Sev Puri,snack-sev-puri.jpg
Snacks,Bhel Puri,snack-bhel-puri.jpg
Snacks,Ragda Pattice,snack-ragda-pattice.jpg
Snacks,Corn Chaat,snack-corn-chaat.jpg
Snacks,Chicken Chaat,snack-chicken-chaat.jpg
Snacks,Egg Chaat,snack-egg-chaat.jpg
Snacks,Keema Chaat,snack-keema-chaat.jpg
Snacks,Fish Chaat,snack-fish-chaat.jpg
Snacks,Chicken Tikka Chaat,snack-chicken-tikka-chaat.jpg
Snacks,Mumbai Pani Puri,snack-mumbai-pani-puri.jpg
Snacks,Dabeli,snack-dabeli.jpg
Snacks,Vegetable Frankie,snack-vegetable-frankie.jpg
Snacks,Kathi Roll Vegetable,snack-kathi-roll-veg.jpg
Snacks,Cut Fruit Chaat,snack-cut-fruit-chaat.jpg
Snacks,Chicken Kathi Roll,snack-chicken-kathi-roll.jpg
Snacks,Egg Roll Kolkata Style,snack-egg-roll-kolkata.jpg
Snacks,Chicken Frankie,snack-chicken-frankie.jpg
Snacks,Mutton Roll,snack-mutton-roll.jpg
Snacks,Fish Fry Street Style,snack-fish-fry-street.jpg
Snacks,Sprouts Chaat,snack-sprouts-chaat.jpg
Snacks,Roasted Makhana,snack-roasted-makhana.jpg
Snacks,Baked Sweet Potato Chaat,snack-baked-sweet-potato-chaat.jpg
Snacks,Steamed Dhokla Bites,snack-steamed-dhokla-bites.jpg
Snacks,Roasted Chana Snack,snack-roasted-chana-snack.jpg
Snacks,Grilled Chicken Skewers,snack-grilled-chicken-skewers.jpg
Snacks,Steamed Egg Bites,snack-steamed-egg-bites.jpg
Snacks,Grilled Fish Bites,snack-grilled-fish-bites.jpg
Snacks,Boiled Egg Chaat (Healthy Style),snack-boiled-egg-chaat-healthy.jpg
Snacks,Grilled Chicken Tikka (Healthy Style),snack-grilled-chicken-tikka-healthy.jpg
Drinks,Masala Chai,drink-masala-chai.jpg
Drinks,Filter Coffee,drink-filter-coffee.jpg
Drinks,Sweet Lassi,drink-sweet-lassi.jpg
Drinks,Salted Buttermilk (Chaas),drink-salted-buttermilk.jpg
Drinks,Jal Jeera,drink-jal-jeera.jpg
Drinks,Sattu Sharbat,drink-sattu-sharbat.jpg
Drinks,Aam Panna,drink-aam-panna.jpg
Drinks,Turmeric Golden Milk (Haldi Doodh),drink-golden-milk.jpg
Drinks,Kadha,drink-kadha.jpg
Drinks,Carrot Beetroot Juice,drink-carrot-beetroot-juice.jpg
